datetime,nat_demand,T2M_toc,QV2M_toc,holiday,school,nat_demand1,Jarak_Minimum,Klaster
2015-05-01 10:00:00,0.7084370392245173,28.90050659,0.017995756,0,0,1383.0651,0.048735027922795604,2
2015-05-01 11:00:00,0.7361042433297714,29.53603516,0.017919287,0,0,1415.1816,0.021067823817541464,2
2015-05-01 12:00:00,0.7220488574060221,29.9795166,0.017713105,0,0,1398.8659,0.035123209741290795,2
2015-05-01 13:00:00,0.749344770587005,30.22042236,0.017514696,0,0,1430.5514,0.007827296560307895,2
2015-05-01 14:00:00,0.7350773784069605,30.13414917,0.017346958,0,0,1413.9896,0.022094688740352364,2
2015-05-01 15:00:00,0.7047221486149212,29.68630371,0.01733172,0,0,1378.7528,0.05244991853239167,2
2015-06-01 10:00:00,0.7094527051171297,28.86507568,0.017544882,0,0,1384.2441,0.04771936203018323,2
2015-06-01 11:00:00,0.7246775282327552,29.62593994,0.017499143,0,0,1401.9173,0.03249453891455767,2
2015-06-01 12:00:00,0.7364975877288954,30.13573608,0.0173923,0,0,1415.6382,0.02067447941841749,2
2015-06-01 13:00:00,0.7553048944586166,30.37651978,0.017277837,0,0,1437.47,0.0018671726886962947,2
2015-06-01 14:00:00,0.7489151585593153,30.24587402,0.01717868,0,0,1430.0527,0.008256908587997547,2
2015-06-01 15:00:00,0.7087718040810645,29.75869141,0.017087191,0,0,1383.4537,0.04840026306624834,2
2015-07-01 11:00:00,0.7152014257571494,29.29552612,0.017286764,0,0,1390.9173,0.04197064139016349,2
2015-07-01 12:00:00,0.7088816407233954,29.63857422,0.017202938,0,0,1383.5812,0.048290426423917454,2
2015-07-01 13:00:00,0.7296957275182915,29.74434814,0.017157197,0,0,1407.7425,0.027476339629021407,2
2015-07-01 14:00:00,0.7305049866697083,29.55211792,0.017134307,0,0,1408.6819,0.026667080477604577,2
2015-08-01 14:00:00,0.7092345824674186,29.20403442,0.01681631,0,0,1383.9909,0.04793748467989434,2
2015-12-01 10:00:00,0.7342483917331172,28.9873291,0.01833491,0,0,1413.0273,0.02292367541419571,2
2015-12-01 11:00:00,0.7678254102204761,29.76369629,0.018380485,0,0,1452.004,0.010653343073163235,2
2015-12-01 12:00:00,0.7568382139855557,30.35808716,0.018426027,0,0,1439.2499,0.0003338531617571583,2
2015-12-01 13:00:00,0.7823980190466214,30.70552979,0.018387156,0,0,1468.9201,0.02522595189930854,2
2015-12-01 14:00:00,0.7800850747250984,30.7708374,0.01831717,0,0,1466.2352,0.02291300757778547,2
2015-12-01 15:00:00,0.7410893624030294,30.54940186,0.018239655,0,0,1420.9684,0.016082704744283527,2
2015-01-13 10:00:00,0.7235639138990994,29.11315308,0.017920049,0,0,1400.6246,0.033608153248213535,2
2015-01-13 11:00:00,0.7389918701932471,29.76799927,0.018004145,0,0,1418.5336,0.018180196954065808,2
2015-01-13 12:00:00,0.722447715173859,30.16866455,0.0180575,0,0,1399.3289,0.034724351973453915,2
2015-01-13 13:00:00,0.7504728575135328,30.39321289,0.018011628,0,0,1431.8609,0.006699209633780123,2
2015-01-13 14:00:00,0.7523629953718717,30.4510437,0.017889727,0,0,1434.055,0.004809071775441209,2
2015-01-13 15:00:00,0.732003933788577,30.22402344,0.017775599,0,0,1410.4219,0.02516813335873591,2
2015-01-14 10:00:00,0.7216543069574922,28.90004883,0.017419135,0,0,1398.4079,0.03551776018982067,2
2015-01-14 11:00:00,0.7496135473117677,29.53511963,0.017396847,0,0,1430.8634,0.00755851983554523,2
2015-01-14 12:00:00,0.744780993488367,29.90932617,0.017413387,0,0,1425.2537,0.012391073658945873,2
2015-01-14 13:00:00,0.7685793633919898,30.0954834,0.017415836,0,0,1452.8792,0.011407296244676957,2
2015-01-14 14:00:00,0.768967969739876,30.05684814,0.017371858,0,0,1453.3303,0.011795902592563134,2
2015-01-14 15:00:00,0.7296276718732396,29.78530273,0.017273026,0,0,1407.6635,0.027544395274073263,2
2015-01-15 10:00:00,0.7088575197352757,29.04509888,0.017530682,0,0,1383.5532,0.04831454741203722,2
2015-01-15 11:00:00,0.7446760671900462,29.72704468,0.017400749,0,0,1425.1319,0.01249599995726669,2
2015-01-15 12:00:00,0.7307006251126366,30.14187012,0.017263275,0,0,1408.909,0.02647144203467633,2
2015-01-15 13:00:00,0.7526372854653472,30.30452881,0.017049642,0,0,1434.3734,0.004534781681965638,2
2015-01-15 14:00:00,0.7568567354585763,30.19643555,0.016843982,0,0,1439.2714,0.00031533168873654205,2
2015-01-15 15:00:00,0.733290616211992,29.73299561,0.016836993,0,0,1411.9155,0.023881450935320903,2
2015-01-16 10:00:00,0.7165540963123488,28.45736084,0.017292898,0,0,1392.4875,0.0406179708349641,2
2015-01-16 11:00:00,0.7396645011762427,29.12911377,0.01720973,0,0,1419.3144,0.01750756597107017,2
2015-01-16 12:00:00,0.729096148670744,29.58834229,0.017156908,0,0,1407.0465,0.028075918476568873,2
2015-01-16 13:00:00,0.7572956512959691,29.72268066,0.017042298,0,0,1439.7809,0.00012358414865620837,2
2015-01-16 14:00:00,0.7594212272276336,29.4822937,0.01688341,0,0,1442.2483,0.0022491600803207223,2
2015-01-16 15:00:00,0.7232923804899801,29.11223755,0.01679958,0,0,1400.3094,0.033879686657332764,2
2015-01-19 13:00:00,0.7091361171480585,28.7321106,0.015981557,0,0,1383.8766,0.048035949999254424,2
2015-01-21 11:00:00,0.7306690093889224,27.40303955,0.01652922,0,0,1408.8723,0.026503057758390458,2
2015-01-21 12:00:00,0.7261277164970673,27.68850098,0.01646769,0,0,1403.6007,0.031044350650245578,2
2015-01-21 13:00:00,0.7275927219397963,27.82192383,0.01642152,0,0,1405.3013,0.029579345207516594,2
2015-01-21 14:00:00,0.7386621879734822,27.9137207,0.0163679,0,0,1418.1509,0.018509879173830734,2
2015-01-26 13:00:00,0.7117634096326134,30.36885986,0.015667569,0,0,1386.9264,0.04540865751469947,2
2015-01-26 14:00:00,0.7082324415574303,30.22182617,0.015631942,0,0,1382.8276,0.04893962558988263,2
2015-01-27 13:00:00,0.7160974343194108,30.35708008,0.015072453,0,0,1391.9574,0.041074632827902136,2
2015-01-27 14:00:00,0.712680782498638,30.21801147,0.015049578,0,0,1387.9913,0.04449128464867491,2
2015-01-28 11:00:00,0.7025389407509276,29.56090698,0.015443901,0,0,1376.2185,0.05463312639638529,2
