datetime,nat_demand,T2M_toc,QV2M_toc,holiday,school,nat_demand1,Jarak_Minimum,Klaster
2015-05-01 09:00:00,0.6539501391608723,28.09603271,0.018041568,0,0,1319.8159,0.07111133163825067,2
2015-05-01 10:00:00,0.7084370392245173,28.90050659,0.017995756,0,0,1383.0651,0.01662443157460569,2
2015-05-01 11:00:00,0.7361042433297714,29.53603516,0.017919287,0,0,1415.1816,0.011042772530648448,2
2015-05-01 12:00:00,0.7220488574060221,29.9795166,0.017713105,0,0,1398.8659,0.0030126133931008825,2
2015-05-01 13:00:00,0.749344770587005,30.22042236,0.017514696,0,0,1430.5514,0.024283299787882018,2
2015-05-01 14:00:00,0.7350773784069605,30.13414917,0.017346958,0,0,1413.9896,0.010015907607837549,2
2015-05-01 15:00:00,0.7047221486149212,29.68630371,0.01733172,0,0,1378.7528,0.020339322184201758,2
2015-06-01 09:00:00,0.6471630099822988,27.99147949,0.017575268,0,0,1311.9373,0.07789846081682417,2
2015-06-01 10:00:00,0.7094527051171297,28.86507568,0.017544882,0,0,1384.2441,0.01560876568199332,2
2015-06-01 11:00:00,0.7246775282327552,29.62593994,0.017499143,0,0,1401.9173,0.0003839425663677565,2
2015-06-01 12:00:00,0.7364975877288954,30.13573608,0.0173923,0,0,1415.6382,0.011436116929772422,2
2015-06-01 13:00:00,0.7553048944586166,30.37651978,0.017277837,0,0,1437.47,0.030243423659493618,2
2015-06-01 14:00:00,0.7489151585593153,30.24587402,0.01717868,0,0,1430.0527,0.023853687760192366,2
2015-06-01 15:00:00,0.7087718040810645,29.75869141,0.017087191,0,0,1383.4537,0.016289666718058426,2
2015-06-01 16:00:00,0.6585935155203052,28.83098755,0.017056752,0,0,1325.206,0.06646795527881777,2
2015-07-01 10:00:00,0.6943111855569036,28.68065796,0.017400831,0,0,1366.6676,0.030750285242219344,2
2015-07-01 11:00:00,0.7152014257571494,29.29552612,0.017286764,0,0,1390.9173,0.009860045041973575,2
2015-07-01 12:00:00,0.7088816407233954,29.63857422,0.017202938,0,0,1383.5812,0.01617983007572754,2
2015-07-01 13:00:00,0.7296957275182915,29.74434814,0.017157197,0,0,1407.7425,0.004634256719168506,2
2015-07-01 14:00:00,0.7305049866697083,29.55211792,0.017134307,0,0,1408.6819,0.005443515870585336,2
2015-07-01 15:00:00,0.6906384205301311,29.04903564,0.017035102,0,0,1362.4042,0.03442305026899184,2
2015-08-01 10:00:00,0.6790489749096927,28.39937744,0.016772827,0,0,1348.951,0.04601249588943024,2
2015-08-01 11:00:00,0.6934159523121174,29.00472412,0.016818667,0,0,1365.6284,0.031645518487005586,2
2015-08-01 12:00:00,0.6743287559738212,29.3286377,0.016870817,0,0,1343.4717,0.05073271482530173,2
2015-08-01 13:00:00,0.6985567379051335,29.37270508,0.016870128,0,0,1371.5959,0.02650473289398947,2
2015-08-01 14:00:00,0.7092345824674186,29.20403442,0.01681631,0,0,1383.9909,0.015826888331704425,2
2015-08-01 15:00:00,0.6657836374932505,28.82879028,0.016716715,0,0,1333.5524,0.05927783330587244,2
2015-12-01 09:00:00,0.651584817836575,28.00206909,0.018258471,0,0,1317.0702,0.07347665296254802,2
2015-12-01 10:00:00,0.7342483917331172,28.9873291,0.01833491,0,0,1413.0273,0.009186920933994203,2
2015-12-01 11:00:00,0.7678254102204761,29.76369629,0.018380485,0,0,1452.004,0.04276393942135315,2
2015-12-01 12:00:00,0.7568382139855557,30.35808716,0.018426027,0,0,1439.2499,0.031776743186432754,2
2015-12-01 13:00:00,0.7823980190466214,30.70552979,0.018387156,0,0,1468.9201,0.05733654824749845,2
2015-12-01 14:00:00,0.7800850747250984,30.7708374,0.01831717,0,0,1466.2352,0.055023603925975384,2
2015-12-01 15:00:00,0.7410893624030294,30.54940186,0.018239655,0,0,1420.9684,0.016027891603906386,2
2015-12-01 16:00:00,0.6817235617602394,30.06612549,0.018253943,0,0,1352.0557,0.04333790903888357,2
2015-01-13 09:00:00,0.6732216026191259,28.22689209,0.017874377,0,0,1342.1865,0.051839868179997084,2
2015-01-13 10:00:00,0.7235639138990994,29.11315308,0.017920049,0,0,1400.6246,0.0014975569000236222,2
2015-01-13 11:00:00,0.7389918701932471,29.76799927,0.018004145,0,0,1418.5336,0.013930399394124104,2
2015-01-13 12:00:00,0.722447715173859,30.16866455,0.0180575,0,0,1399.3289,0.0026137556252640026,2
2015-01-13 13:00:00,0.7504728575135328,30.39321289,0.018011628,0,0,1431.8609,0.02541138671440979,2
2015-01-13 14:00:00,0.7523629953718717,30.4510437,0.017889727,0,0,1434.055,0.027301524572748703,2
