datetime,nat_demand,T2M_toc,QV2M_toc,holiday,school,nat_demand1,Jarak_Minimum,Klaster
2015-03-01 09:00:00,0.5230864561685465,28.76040039,0.019171301,0,0,1167.9074,0.06908856934253838,1
2015-03-01 10:00:00,0.6002731874197332,29.76665649,0.018759238,0,0,1257.5069,0.008098161908648316,1
2015-03-01 11:00:00,0.597754353235331,30.52376709,0.018408278,0,0,1254.583,0.005579327724246075,1
2015-03-01 12:00:00,0.5652921551310338,30.98180542,0.018133579,0,0,1216.9004,0.026882870380051105,1
2015-03-01 13:00:00,0.5525900427871872,31.21120605,0.017904576,0,0,1202.1556,0.039584982723897766,1
2015-03-01 14:00:00,0.5483740386494039,31.15651855,0.017744431,0,0,1197.2616,0.04380098686168099,1
2015-03-01 15:00:00,0.5240306205606614,30.81676636,0.01765308,0,0,1169.0034,0.06814440495042351,1
2015-05-01 08:00:00,0.5437668437721505,27.16939697,0.018194024,0,0,1191.9135,0.048408181738934464,1
2015-05-01 09:00:00,0.6539501391608723,28.09603271,0.018041568,0,0,1319.8159,0.06177511364978738,1
2015-05-01 16:00:00,0.6302111241173011,28.86538086,0.01747666,0,0,1292.2593,0.03803609860621615,1
2015-05-01 17:00:00,0.5318697694067994,27.70995483,0.017659597,0,0,1178.1032,0.0603052561042855,1
2015-05-01 18:00:00,0.5404083407620234,26.57836304,0.017873012,0,0,1188.0149,0.05176668474906154,1
2015-05-01 19:00:00,0.557422165878657,26.14678345,0.017910928,0,0,1207.7648,0.03475285963242791,1
2015-05-01 20:00:00,0.5133957630450612,25.96291504,0.017758124,0,0,1156.6583,0.07877926246602374,1
2015-06-01 08:00:00,0.5369368136932783,27.03414307,0.017727705,0,0,1183.9851,0.05523821181780664,1
2015-06-01 09:00:00,0.6471630099822988,27.99147949,0.017575268,0,0,1311.9373,0.05498798447121389,1
2015-06-01 16:00:00,0.6585935155203052,28.83098755,0.017056752,0,0,1325.206,0.06641849000922029,1
